NOMBDEP;NOMBPROV;NOMBDIST;UBIGEO;BUDGET;SEX_M;AGE_66_120;AREA_URB;AREA_RUR;SUBSIDY;CASES_COVID;UBN_1;UBN_2;UBN_3;UBN_4;UBN_5;UBN_6
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10101;604775.01;1761606;263159;3667060;57540;727320;1953;20.129999;8.96;0.95999998;1.35;1.24;1.26
AMAZONAS;CHACHAPOYAS;ASUNCION;10102;50000;15831;5680;17161;14139;1520;4;94.230003;18.27;0.95999998;0;0.95999998;7.6900001
AMAZONAS;CHACHAPOYAS;BALSAS;10103;50000;67457;11364;35663;94537;13680;33;67.32;20.85;23.379999;12.39;1.97;3.3800001
AMAZONAS;CHACHAPOYAS;CHETO;10104;76960.1;38317;8945;54272;23328;18240;8;55;4.0900002;3.6400001;11.82;0.91000003;2.73
AMAZONAS;CHACHAPOYAS;CHILIQUIN;10105;68328;36619;9910;22721;47979;9880;1;91.75;17.959999;6.8000002;25.24;3.4000001;1.46
AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;10106;78125.5;107088;23327;57533;151567;6080;2;92.279999;12.13;23.35;7.9000001;1.65;2.5699999
AMAZONAS;CHACHAPOYAS;GRANADA;10107;69387.42;27675;5559;20424;36376;9120;1;91.029999;4.4899998;2.5599999;2.5599999;0;3.8499999
AMAZONAS;CHACHAPOYAS;HUANCAS;10108;72550.63;20923;6652;40999;5201;4560;15;89.43;6.5;0.81;13.82;0;4.0700002
AMAZONAS;CHACHAPOYAS;LA JALCA;10109;115525;221331;36747;264243;191957;5320;36;84.419998;21.110001;2.26;5.71;2.26;4.3499999
AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;10110;67093.64;207771;46292;315223;97177;56240;16;49.139999;17.17;9.0799999;2;2.1800001;4.6300001
AMAZONAS;CHACHAPOYAS;LEVANTO;10111;50000;47879;10156;55617;40383;19760;9;67.459999;17.059999;1.59;5.5599999;1.1900001;3.97
AMAZONAS;CHACHAPOYAS;MAGDALENA;10112;79861.27;49068;14140;83150;18250;34960;11;67.82;13.88;4.73;9.7799997;1.58;5.9899998
AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;10113;51676.96;82340;19225;117524;47276;5320;5;67.489998;13.05;0.99000001;3.6900001;0.74000001;4.4299998
AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;10114;50000;126581;22850;76771;184129;28880;8;52.209999;6.5599999;4.8499999;11.41;3.4200001;4.2800002
AMAZONAS;CHACHAPOYAS;MONTEVIDEO;10115;50000;29637;9435;55645;4355;760;3;79.269997;10.98;0;0;0.61000001;4.8800001
AMAZONAS;CHACHAPOYAS;OLLEROS;10116;50000;23194;5315;16308;28992;760;5;91.889999;9.46;6.0799999;4.0500002;0;3.3800001
AMAZONAS;CHACHAPOYAS;QUINJALCA;10117;49964.68;42691;12819;12215;80785;0;7;95.93;17.969999;22.370001;49.150002;2.3699999;5.4200001
AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;10118;85948.87;17068;7021;26147;8353;12160;6;48.040001;2.9400001;18.629999;13.73;1.96;0
AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;10119;90800;37830;9186;51971;18129;20520;6;80.209999;15.51;1.0700001;1.0700001;2.6700001;4.2800002
AMAZONAS;CHACHAPOYAS;SOLOCO;10120;50000;79078;21402;27569;120431;6840;13;75.919998;3.9300001;3.1900001;7.6199999;1.23;4.4200001
AMAZONAS;CHACHAPOYAS;SONCHE;10121;50000;14889;3511;12468;17432;0;3;84.879997;18.6;0;18.6;3.49;1.16
AMAZONAS;BAGUA;BAGUA;10201;676040.2;1449935;205537;2688203;279097;845120;1783;31.5;20.92;3.03;0.75;2.3399999;2.51
AMAZONAS;BAGUA;ARAMANGO;10202;322910.44;596530;81012;310104;833796;50160;3329;66.849998;36.549999;18.49;9.1000004;5.3899999;4.8600001
AMAZONAS;BAGUA;COPALLIN;10203;65000;269589;60216;265142;262258;50920;91;71.769997;34.970001;14.42;2.1099999;1.5599999;7.4099998
AMAZONAS;BAGUA;EL PARCO;10204;51500;76947;17433;77308;68892;6080;76;80.669998;47.68;2.8399999;1.55;2.8399999;6.4400001
AMAZONAS;BAGUA;IMAZA;10205;200000;1453545;89667;528988;2408512;21280;2083;82.209999;47.93;29.98;11.73;9.5600004;5.04
AMAZONAS;BAGUA;LA PECA;10206;142999.5;383088;78974;464225;280675;49400;683;49.16;37.610001;6.8699999;1.37;1.83;5.3899999
AMAZONAS;BONGARA;JUMBILLA;10301;100293.44;65116;14700;106711;25589;16720;14;60.18;8.3699999;8.8199997;2.71;1.13;1.13
AMAZONAS;BONGARA;CHISQUILLA;10302;50000;18174;3591;12841;20459;760;1;83.480003;10.43;2.6099999;4.3499999;0.87;0.87
AMAZONAS;BONGARA;CHURUJA;10303;49999.87;15350;3810;29611;1089;13680;16;38.200001;15.73;4.4899998;21.35;1.12;3.3699999
AMAZONAS;BONGARA;COROSHA;10304;50000;42218;4788;8378;75622;0;2;87.120003;24.459999;3.4300001;4.7199998;0.43000001;1.72
AMAZONAS;BONGARA;CUISPES;10305;65944;34387;8270;40154;32646;3800;6;78.669998;21.780001;4;7.5599999;2.22;4
AMAZONAS;BONGARA;FLORIDA;10306;100000;310453;48985;382189;246011;180120;42;54.549999;24.549999;2.99;0.89999998;2.75;4.73
AMAZONAS;BONGARA;JAZAN;10307;140309.01;371082;75653;642345;124855;366320;279;35.560001;14.38;10.53;12.18;1.6900001;2.3299999
AMAZONAS;BONGARA;RECTA;10308;49901;11735;3368;6411;16189;760;1;94.940002;16.459999;10.13;36.709999;0;0
AMAZONAS;BONGARA;SAN CARLOS;10309;70683;27090;5984;38513;14687;4560;3;92.349998;8.1999998;17.49;21.309999;4.9200001;0.55000001
AMAZONAS;BONGARA;SHIPASBAMBA;10310;70266;80781;13826;85462;75338;30400;6;55.529999;22.790001;6.6399999;7.52;1.55;3.76
AMAZONAS;BONGARA;VALERA;10311;73521.4;45281;13062;29389;64111;6080;7;51;8.6700001;1.33;27.67;2.3299999;3.3299999
AMAZONAS;BONGARA;YAMBRASBAMBA;10312;100000;300295;37659;236732;367668;78280;5;63.860001;26.139999;8.3699999;2.05;2.1700001;5.7800002
AMAZONAS;CONDORCANQUI;NIEVA;10401;240365.7;1122506;53853;445262;1814438;22040;1973;78.900002;49.639999;30;6.96;8.3900003;5.46
AMAZONAS;CONDORCANQUI;EL CENEPA;10402;199977.8;559871;23349;55862;1089238;760;913;94.779999;53.860001;40.009998;0.62;22.23;6.7600002
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;10403;239323;846598;27241;246799;1482801;0;511;51.990002;59.580002;55.73;59.41;11.17;8.9899998
AMAZONAS;LUYA;LAMUD;10501;166265.6;106322;40582;211332;25268;47120;54;58.34;5.4699998;0.52999997;2.27;0.80000001;5.3400002
AMAZONAS;LUYA;CAMPORREDONDO;10502;216381;368409;44410;448042;254758;103360;21;73.080002;25.290001;1.63;0.54000002;1.74;4.5799999
AMAZONAS;LUYA;COCABAMBA;10503;50000;107398;15858;34450;167550;760;2;93.739998;15.38;41.32;6.8000002;2.3299999;3.04
AMAZONAS;LUYA;COLCAMAR;10504;74816.15;96580;30079;129174;72626;6840;5;86.57;9.4099998;0.15000001;2.9300001;1.39;8.0200005
AMAZONAS;LUYA;CONILA;10505;50000;90365;21443;108088;74612;9120;28;82.540001;6.6399999;0.56999999;3.8;1.33;7.02
AMAZONAS;LUYA;INGUILPATA;10506;69486;24922;12133;33776;16724;3040;3;88.82;8.2399998;0.58999997;2.9400001;2.9400001;10
AMAZONAS;LUYA;LONGUITA;10507;77899.5;48471;8972;22759;69041;0;1;95.669998;19.290001;2.76;1.5700001;0.79000002;4.3299999
AMAZONAS;LUYA;LONYA CHICO;10508;82500;47034;15532;37956;54144;3800;1;92.25;5.9000001;0.74000001;22.139999;1.11;8.8599997
AMAZONAS;LUYA;LUYA;10509;138044.6;200688;49434;249903;175097;52440;114;67.610001;5.5700002;0.34;5.23;1.71;7.46
AMAZONAS;LUYA;LUYA VIEJO;10510;52433;20234;3938;42000;0;760;5;96.120003;11.65;0;3.8800001;0.97000003;11.65
AMAZONAS;LUYA;MARIA;10511;81958;42428;8311;40459;40241;3800;2;75.519997;12.45;5.8099999;0.82999998;2.0699999;2.9000001
AMAZONAS;LUYA;OCALLI;10512;159777;199085;36645;160581;221619;11400;75;81.709999;14.95;2.4100001;1.21;1.95;4.8299999
AMAZONAS;LUYA;OCUMAL;10513;100000;199081;36425;55349;319951;5320;19;86.400002;18.17;4.5700002;3.01;1.5599999;3.6800001
AMAZONAS;LUYA;PISUQUIA;10514;149999.6;275736;41125;38719;478081;0;40;91.110001;13.29;6.6500001;1.49;1.87;5.3800001
AMAZONAS;LUYA;PROVIDENCIA;10515;50000;74902;14106;25368;115032;5320;7;85.059998;15.55;2.4400001;3.3499999;1.83;3.05
AMAZONAS;LUYA;SAN CRISTOBAL;10516;49997.78;26570;8638;47782;11918;22040;4;94.739998;11.05;1.05;6.3200002;1.05;13.68
AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;10517;50000;39586;9951;39914;36086;12920;7;83.540001;17.700001;0;4.1199999;3.7;5.7600002
AMAZONAS;LUYA;SAN JERONIMO;10518;55017;32050;13564;18377;45723;3800;16;88.889999;12.76;4.9400001;15.64;2.0599999;7
AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;10519;50000;23283;7214;7214;38586;0;0;90.699997;17.049999;1.55;1.55;1.55;4.6500001
AMAZONAS;LUYA;SANTA CATALINA;10520;105051.3;101719;14000;44734;161766;3040;25;90.559998;10.74;1.3;9.0699997;2.78;4.0700002
AMAZONAS;LUYA;SANTO TOMAS;10521;208582.89;160895;43314;96690;232210;19760;4;89.540001;13.7;2.05;2.05;6.3600001;6.04
AMAZONAS;LUYA;TINGO;10522;50000;66599;13014;77425;56975;24320;15;71.949997;18.18;3.3800001;7.27;4.9400001;3.1199999
AMAZONAS;LUYA;TRITA;10523;93130.45;72086;15205;89260;55240;2280;3;89.209999;6.5799999;0.52999997;3.1600001;0.79000002;3.95
AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;10601;117291.12;301034;58112;494819;118181;114760;46;24.049999;10.87;1.47;4.0700002;1.58;2.3800001
AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;10602;49999.8;155259;16228;6330;281170;0;9;75.169998;20.030001;21.5;17.219999;4.1399999;1.0700001
AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;10603;50000;37301;7713;59750;8750;3040;4;60.220001;19.35;1.08;3.23;0;1.08
AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;10604;50000;153888;55823;82987;218113;13680;9;77.239998;7.0500002;2.1099999;22.559999;1.51;5.7399998
AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;10605;77392.3;134976;26811;46258;211842;3800;1;75.269997;17.530001;8.9700003;34.099998;2.1700001;2.04
AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;10606;52000;95753;27966;96673;87927;9880;4;44.830002;12.37;0.41;17.65;1.62;4.46
AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;10607;50000;88376;24741;116454;56846;25080;8;31.93;10.24;1.61;2.21;1;3.6099999
AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;10608;50000;27833;8741;29443;22657;1520;0;59.509998;4.29;3.0699999;10.43;0.61000001;2.45
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;10609;232525.04;531670;53973;63524;948376;3800;13;71.889999;19.57;22.23;15.67;6.04;2.05
AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;10610;65480;29680;12884;17486;41414;4560;1;69.650002;9.9499998;0.5;17.91;0;4.98
AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;10611;68433;16826;5993;7145;25355;760;0;89.190002;7.21;0;12.61;0;6.3099999
AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;10612;98760;168935;11738;40508;283092;0;1;83.25;25.51;47.459999;3.05;2.9200001;2.4100001
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;10701;429455.07;2767723;369392;3924623;1672577;643720;3138;43.639999;25.43;5.0700002;2.24;2.1199999;3.6400001
AMAZONAS;UTCUBAMBA;CAJARURO;10702;302792.4;1346901;212454;911229;1698271;164160;269;75.330002;34.23;9.2399998;2.6800001;3.48;4.9299998
AMAZONAS;UTCUBAMBA;CUMBA;10703;255090.74;453378;70029;341535;545165;76000;30;69.190002;35.290001;3.23;4.6100001;4.6999998;5.3899999
AMAZONAS;UTCUBAMBA;EL MILAGRO;10704;115000;324748;47250;299593;327807;25840;156;80.769997;30.27;33.41;1.66;4.3899999;5.3400002
AMAZONAS;UTCUBAMBA;JAMALCA;10705;135270;381425;59265;144706;593894;5320;63;77.300003;31.799999;12.2;7.3400002;1.8099999;4.8099999
AMAZONAS;UTCUBAMBA;LONYA GRANDE;10706;200000.01;596677;75803;429775;708625;116280;36;64.360001;24.700001;8.0699997;1.86;2.1600001;4.3099999
AMAZONAS;UTCUBAMBA;YAMON;10707;119170;176559;23685;64142;267558;0;17;76.209999;33.369999;18.389999;18.5;2.0899999;5.4000001
ANCASH;HUARAZ;HUARAZ;20101;1064932.27;3245452;596774;6147211;587689;1672000;4225;21.57;14.83;1.95;5.5999999;1.24;2.52
ANCASH;HUARAZ;COCHABAMBA;20102;88058.97;95605;28763;49957;137643;3800;13;94.660004;20.07;9.21;33.700001;3.8699999;8.29
ANCASH;HUARAZ;COLCABAMBA;20103;52981;16433;5361;13053;18647;9120;4;88.68;7.5500002;36.790001;10.38;2.8299999;1.89
ANCASH;HUARAZ;HUANCHAY;20104;83386;94463;31565;33662;150838;760;7;92.5;10.82;7.5;37.349998;2.0899999;6.6300001
ANCASH;HUARAZ;INDEPENDENCIA;20105;423350;4202566;684705;7408648;1335052;1716080;2147;28;13.78;2.02;5.1700001;1.36;3.48
ANCASH;HUARAZ;JANGAS;20106;92050.5;261595;52878;296537;230963;45600;25;57.57;8.7600002;0.57999998;7.5300002;2.24;12.74
ANCASH;HUARAZ;LA LIBERTAD;20107;50000;56009;15371;30741;91059;5320;4;89.669998;20.360001;6.3800001;31;2.4300001;14.59
ANCASH;HUARAZ;OLLEROS;20108;86099.2;130436;52757;139753;134047;8360;3;84.440002;15.14;1.9400001;14.58;2.9200001;14.44
ANCASH;HUARAZ;PAMPAS GRANDE;20109;49999.58;55534;22004;38652;72648;4560;2;92.209999;16.1;9.6099997;24.16;1.04;3.1199999
ANCASH;HUARAZ;PARIACOTO;20110;100000;257982;51596;146986;367114;8360;79;75.800003;17.57;6.4899998;5.79;2.23;7.3899999
ANCASH;HUARAZ;PIRA;20111;150005.5;176544;46581;110282;254218;8360;28;92.32;17.68;2.98;15.75;1.34;10.76
ANCASH;HUARAZ;TARICA;20112;99998.34;349395;66502;209754;522346;20520;65;64.510002;16.549999;4.3499999;16.82;1.63;11.27
ANCASH;AIJA;AIJA;20201;76098.5;88382;26338;106345;74055;23560;41;82.849998;11.68;3.8299999;6.02;1.28;2.3699999
ANCASH;AIJA;CORIS;20202;50000;87730;23916;39677;136223;2280;3;89.150002;21.32;29.23;47.060001;1.29;9.7399998
ANCASH;AIJA;HUACLLAN;20203;49999.2;18177;4627;23685;16415;15200;4;91.059998;10.57;1.63;31.709999;0;2.4400001
ANCASH;AIJA;LA MERCED;20204;56344.88;80878;26225;25343;144457;4560;26;90.059998;11.09;3.6300001;11.09;0.75999999;6.6900001
ANCASH;AIJA;SUCCHA;20205;49999.5;38775;16524;32827;44173;2280;5;94.010002;10.49;2.6199999;29.209999;0;3
ANCASH;ANTONIO RAYMONDI;LLAMELLIN;20301;167271.3;160745;43245;168445;155155;28880;32;83.150002;10.18;1.97;33.150002;0.98000002;10.18
ANCASH;ANTONIO RAYMONDI;ACZO;20302;96122.73;94482;24042;73603;117997;2280;13;94.370003;9.3299999;2.29;12.15;1.23;13.91
ANCASH;ANTONIO RAYMONDI;CHACCHO;20303;55300;66333;20037;46823;90377;1520;1;94.290001;15;6.9000001;45.950001;1.67;20.950001
ANCASH;ANTONIO RAYMONDI;CHINGAS;20304;105118.5;93222;26891;87000;104400;4560;3;83.919998;9.7200003;1.41;25.09;1.0599999;9.7200003
ANCASH;ANTONIO RAYMONDI;MIRGAS;20305;100000;209279;43565;131748;297252;760;5;94.389999;8.8599997;2.8900001;39.470001;2.8099999;13.51
ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;20306;101380.3;59468;12758;19928;102172;8360;0;97.489998;9.3999996;0.31;6.5799999;0.94;11.6
ANCASH;ASUNCION;CHACAS;20401;212849.56;221311;61131;189917;272383;28880;52;70.120003;10.06;4.6900001;11.77;1.71;17.809999
ANCASH;ASUNCION;ACOCHACA;20402;50000;141916;56258;26305;282395;3040;5;90.860001;8.3599997;1.97;13.27;0.79000002;28.610001
ANCASH;BOLOGNESI;CHIQUIAN;20501;188718.7;180617;57285;353932;20668;76760;45;52.009998;10.95;2.54;8.2299995;1.23;2.98
ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;20502;112661;13925;4267;22684;4716;7600;1;97.540001;13.11;39.34;25.41;1.64;6.5599999
ANCASH;BOLOGNESI;ANTONIO RAYMONDI;20503;82124;51867;24137;35027;72973;3040;0;73.129997;10.53;4.9899998;37.119999;1.11;8.3100004
ANCASH;BOLOGNESI;AQUIA;20504;79812.68;93668;28864;108044;93556;31160;3;64.559998;13.13;7.1199999;21.200001;1.58;7.2800002
ANCASH;BOLOGNESI;CAJACAY;20505;85994.26;95799;19205;73562;102538;12160;52;91.190002;16.780001;12.37;25.76;2.71;5.25
ANCASH;BOLOGNESI;CANIS;20506;85792.78;16604;6170;30066;1234;6080;1;90.269997;13.27;0;13.27;0;0
ANCASH;BOLOGNESI;COLQUIOC;20507;116406.6;121069;25943;169474;73226;36480;47;47.880001;19.26;7.5999999;12.01;1.41;1.41
ANCASH;BOLOGNESI;HUALLANCA;20508;138755.2;303110;47842;521430;103770;98800;52;59.330002;17.879999;7.6999998;17.879999;2.0599999;7.1500001
ANCASH;BOLOGNESI;HUASTA;20509;106677;81635;24816;124867;35933;2280;7;83.459999;10.31;5.8400002;21.209999;2.3299999;5.0599999
ANCASH;BOLOGNESI;HUAYLLACAYAN;20510;95249.69;70766;25386;37405;100195;0;17;74.940002;9.7399998;26.68;42.459999;2.55;7.4200001
ANCASH;BOLOGNESI;LA PRIMAVERA;20511;77934.28;25594;9542;39064;12236;0;1;95.760002;24.85;82.419998;72.730003;1.8200001;8.4799995
ANCASH;BOLOGNESI;MANGAS;20512;49973.01;25815;12795;40631;13469;0;0;93.709999;22.290001;5.71;69.709999;0.56999999;9.1400003
ANCASH;BOLOGNESI;PACLLON;20513;69629;45621;17192;91241;3259;5320;3;75.629997;8.75;3.1300001;18.75;0;5.6300001
ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;20514;105060.05;25951;9774;43925;8875;760;1;91.279999;18.120001;12.08;66.440002;1.34;4.0300002
ANCASH;BOLOGNESI;TICLLOS;20515;50000;29304;13249;53781;9319;1520;2;88.720001;11.28;6.23;47.080002;1.17;6.6100001
ANCASH;CARHUAZ;CARHUAZ;20601;356865.52;807179;163086;1114364;566336;214320;221;60.299999;11.87;3.1400001;19.940001;2.79;10.53
ANCASH;CARHUAZ;ACOPAMPA;20602;133482;135603;37291;107805;170295;31160;44;68.480003;11.8;2.72;12.71;2.8499999;10.38
ANCASH;CARHUAZ;AMASHCA;20603;106335;76726;25538;80568;81132;7600;0;85.629997;14.37;4.3299999;33.459999;0.38999999;17.32
ANCASH;CARHUAZ;ANTA;20604;119095.81;126134;30516;84767;182533;15960;18;74.019997;15.67;2.8699999;23.629999;1.4400001;11.62
ANCASH;CARHUAZ;ATAQUERO;20605;111265.04;79327;21470;31754;134246;5320;19;86.290001;5.9099998;3.8;14.98;1.48;9.0699997
ANCASH;CARHUAZ;MARCARA;20606;112040;474787;99116;410593;596507;58520;152;75.220001;8.0500002;6.4299998;17.870001;3.5999999;16.1
ANCASH;CARHUAZ;PARIAHUANCA;20607;49999.68;74942;21363;70533;85567;15960;7;74.879997;15.58;7.21;21.16;0.69999999;12.79
ANCASH;CARHUAZ;SAN MIGUEL DE ACO;20608;111167.2;128053;27125;43626;221974;760;6;94.230003;15.61;6.6100001;4.0799999;4.5;17.860001
ANCASH;CARHUAZ;SHILLA;20609;77801.62;139468;42157;99458;204342;7600;10;84.389999;10.44;0.83999997;11.39;1.16;17.620001
ANCASH;CARHUAZ;TINCO;20610;127493.5;179122;40006;168499;207601;82840;41;66.43;14.07;2.6700001;5.8499999;1.4400001;7.5999999
ANCASH;CARHUAZ;YUNGAR;20611;95085.6;164417;35369;79892;258208;3800;22;71.830002;9.6199999;12.21;8.8000002;1.17;9.2700005
ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;20701;304843.13;497382;126066;330479;725322;20520;51;83.559998;10.76;4.9200001;37.060001;1.4400001;24.860001
ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;20702;125000;161894;34842;112183;227917;0;4;96.050003;9.3699999;5.5300002;24.940001;2.5999999;20.200001
ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;20703;186773.5;215752;62595;95779;357921;0;1;90.610001;12.49;9.0799999;52.75;4.0300002;26.610001
ANCASH;CASMA;CASMA;20801;1856302.36;1967677;327069;3668022;323178;700720;799;40.950001;9.1499996;0.60000002;2.1700001;1.86;2.22
ANCASH;CASMA;BUENA VISTA ALTA;20802;116855;281629;46347;303601;248099;33440;51;77.400002;12.66;16.1;4.4200001;1.75;6.23
ANCASH;CASMA;COMANDANTE NOEL;20803;137993.52;125744;20137;173799;62701;71440;36;45.470001;10.31;0.77999997;14.53;1.72;3.5899999
ANCASH;CASMA;YAUTAN;20804;141994;482835;86290;374343;571757;54720;70;69.25;9.79;5.77;10.95;2.6099999;6.0599999
ANCASH;CORONGO;CORONGO;20901;194281;85452;27783;123639;45161;10640;9;73.610001;8.04;7.2199998;10.93;1.86;7.4200001
ANCASH;CORONGO;ACO;20902;94209.2;20391;8533;22828;19172;760;1;88.279999;14.06;24.219999;14.06;0.77999997;12.5
ANCASH;CORONGO;BAMBAS;20903;83946.26;26146;6315;41323;7977;4560;0;89.389999;8.3299999;6.0599999;40.91;0.75999999;4.5500002
ANCASH;CORONGO;CUSCA;20904;190815.46;145486;22698;113045;179255;9880;16;84.050003;7.9000001;9.8400002;32.790001;4.4699998;6.2600002
ANCASH;CORONGO;LA PAMPA;20905;51678.9;54787;17598;78805;26895;6080;8;63.779999;8.9799995;19.200001;21.67;0.62;7.4299998
ANCASH;CORONGO;YANAC;20906;50000;37868;9965;26906;43294;4560;2;85.910004;14.09;1.8200001;15.91;0.91000003;12.27
ANCASH;CORONGO;YUPAN;20907;103196.28;36645;14392;68972;4428;0;0;73.610001;13.89;0;6.9400001;2.0799999;2.0799999
ANCASH;HUARI;HUARI;21001;339710.65;521293;133289;706430;385070;80560;134;60;11.08;1.53;10.78;1.79;11.46
ANCASH;HUARI;ANRA;21002;135144;83250;25794;35085;131415;4560;3;91.879997;11.6;5.0999999;20.65;0.46000001;16.940001
ANCASH;HUARI;CAJAY;21003;65856.84;138056;39375;78749;219251;760;10;90.639999;16.040001;2.1400001;40.509998;2.9400001;24.6
ANCASH;HUARI;CHAVIN DE HUANTAR;21004;143455.11;444599;93175;260939;683161;43320;27;77.68;21.299999;2.55;29.24;3.6900001;16.93
ANCASH;HUARI;HUACACHI;21005;50000;100532;24093;82920;123280;6080;4;93.349998;13.5;3.1300001;40.700001;4.1100001;10.76
ANCASH;HUARI;HUACCHIS;21006;96151.2;85355;21889;118371;56129;3040;2;93.849998;7.4699998;0.66000003;11.65;0.88;9.8900003
ANCASH;HUARI;HUACHIS;21007;116034;188202;48549;169248;218652;6080;5;84.25;12.82;1.5700001;19.280001;2.9400001;16.540001
ANCASH;HUARI;HUANTAR;21008;104876;146360;48787;111512;188788;9880;4;89.599998;12.38;5.6100001;21.959999;2.3399999;15.89
ANCASH;HUARI;MASIN;21009;86360.2;80965;31799;95764;69836;12920;7;71.260002;10.32;1.8200001;24.09;0.61000001;15.59
ANCASH;HUARI;PAUCAS;21010;50000;95633;22991;152622;38278;14440;0;93.940002;10.51;2.22;18.59;3.4300001;9.29
ANCASH;HUARI;PONTO;21011;73127;147097;44141;97453;212147;3800;1;86.529999;20.73;1.55;46.369999;4.79;17.360001
ANCASH;HUARI;RAHUAPAMPA;21012;88236.68;43535;9049;56742;25558;11400;5;74.620003;11.68;0;25.379999;1.02;7.6100001
ANCASH;HUARI;RAPAYAN;21013;149473;75554;18705;70664;90836;6080;5;95.5;15.4;2.8399999;18.48;4.27;8.7700005
ANCASH;HUARI;SAN MARCOS;21014;346863.19;666678;150895;479098;924202;62320;50;71.730003;19.709999;2.04;9.46;4.02;16.91
ANCASH;HUARI;SAN PEDRO DE CHANA;21015;103871;150549;24337;122054;182346;2280;4;86.419998;14.6;0.88;11.68;5.1100001;7.5900002
ANCASH;HUARI;UCO;21016;101002.2;68616;20426;65191;74609;4560;2;89.699997;9.3000002;1.51;23.120001;2.01;12.81
ANCASH;HUARMEY;HUARMEY;21101;1066418.1;1349353;241758;2449616;273684;800280;1349;35.619999;11.5;1.09;7.3299999;2.3499999;1.48
ANCASH;HUARMEY;COCHAPETI;21102;86788.5;44007;12976;24147;59353;760;1;98.650002;12.5;16.219999;66.550003;2.3599999;2.7
ANCASH;HUARMEY;CULEBRAS;21103;93272.95;169779;26623;186588;141012;114000;176;37.639999;7.5300002;3.97;18.82;2.54;1.3200001
ANCASH;HUARMEY;HUAYAN;21104;75098;48872;16253;35440;56660;12920;6;86.199997;8.4200001;4.04;23.23;0.34;2.02
ANCASH;HUARMEY;MALVAS;21105;77795.16;42870;20081;31927;48173;6080;0;88;10.18;8.7299995;36.360001;2.1800001;1.8200001
ANCASH;HUAYLAS;CARAZ;21201;915403.36;1291143;230884;1663887;996813;414960;845;44.52;13.74;5.8600001;6.3699999;2.73;5.3499999
ANCASH;HUAYLAS;HUALLANCA;21202;231938.68;52396;15306;52396;49604;2280;12;54.459999;10.71;5.9499998;7.1399999;2.0799999;4.1700001
ANCASH;HUAYLAS;HUATA;21203;74682.88;72481;20103;23788;126312;0;5;91.230003;15.54;4.0100002;16.790001;6.02;7.77
ANCASH;HUAYLAS;HUAYLAS;21204;128675.8;85109;34848;41549;138051;12160;12;85.290001;8.1999998;15.48;10.06;2.1700001;3.8699999
ANCASH;HUAYLAS;MATO;21205;53850;102859;28591;108778;97722;16720;25;87.690002;10.62;2.53;5.0599999;1.6900001;9.4399996
ANCASH;HUAYLAS;PAMPAROMAS;21206;503568.55;419763;78412;45796;799204;12920;67;92.730003;8.5299997;23.01;6.1999998;5.4699998;8.4799995
ANCASH;HUAYLAS;PUEBLO LIBRE;21207;244111.1;339802;78304;55963;652237;5320;99;88.169998;8.6800003;4.21;23.969999;2.73;19.77
ANCASH;HUAYLAS;SANTA CRUZ;21208;261801;229873;44791;75396;392504;2280;23;90.010002;10.71;16.549999;21.9;3.2;7.4299998
ANCASH;HUAYLAS;SANTO TORIBIO;21209;100764.3;55963;22564;26809;88691;2280;5;88.830002;8.9899998;8.1700001;14.17;0.54000002;5.1799998
ANCASH;HUAYLAS;YURACMARCA;21210;258942.1;111161;20221;50944;169256;1520;72;76.269997;9.8299999;11.02;14.75;2.03;12.71
ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;21301;413178.87;149347;41038;146408;170792;6080;73;80.550003;8.0900002;37.490002;42.189999;1.64;12.9
